Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
doi.gov,doi.gov,https://www.doi.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
doioig.gov,doioig.gov,https://www.doioig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
doj.gov,doj.gov,http://doj.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
dol-esa.gov,dol-esa.gov,http://dol-esa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
dol.gov,dol.gov,https://www.dol.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
doleta.gov,doleta.gov,https://doleta.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
donaciondeorganos.gov,donaciondeorganos.gov,https://donaciondeorganos.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True
donotcall.gov,donotcall.gov,https://donotcall.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
dontserveteens.gov,dontserveteens.gov,http://dontserveteens.gov,True,True,https://www.consumer.ftc.gov/features/feature-0028-we-dont-serve-teens,True,False,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True
dot.gov,dot.gov,https://www.dot.gov,True,True,https://www.transportation.gov/,True,True,False,True,False,False,False,True,max-age=31622400,31622400,False,False,False,False,False,True,True,True
dotgov.gov,dotgov.gov,https://www.dotgov.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
dotideahub.gov,dotideahub.gov,https://www.dotideahub.gov,True,True,https://auth.smext.faa.gov/arcotafm/login.jsp?TYPE=33554433&REALMOID=06-16e686be-7e29-4490-a22c-43993d9c4c80&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-%2bA14x8yMZnn8MnnJ8UxcaQC66WAwv4f1Qn0FPeTfxkL49guIwsrGm5pECFukZSyD&TARGET=-SM-HTTPS%3a%2f%2fwww.dotideahub.gov%2f,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
dottrafficrecords.gov,dottrafficrecords.gov,http://dottrafficrecords.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
dra.gov,dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
drought.gov,drought.gov,https://www.drought.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
drugabuse.gov,drugabuse.gov,https://www.drugabuse.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,False,False,False,False,False,True,True,True
drugfreeworkplace.gov,drugfreeworkplace.gov,http://drugfreeworkplace.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
drywallresponse.gov,drywallresponse.gov,http://drywallresponse.gov,True,True,https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall/,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
dsac.gov,dsac.gov,https://www.dsac.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True
dtv.gov,dtv.gov,http://dtv.gov,True,True,https://www.fcc.gov/general/digital-television,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
e-enterprise.gov,e-enterprise.gov,https://e-enterprise.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
e-qip.gov,e-qip.gov,http://e-qip.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
e-verify.gov,e-verify.gov,http://e-verify.gov,True,True,https://www.uscis.gov/e-verify,False,False,False,True,False,True,False,False,,,False,False,False,True,True,False,False,False
eac.gov,eac.gov,https://www.eac.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
eaclearinghouse.gov,eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
eaglecash.gov,eaglecash.gov,http://eaglecash.gov,True,True,https://www.fiscal.treasury.gov/fsservices/gov/pmt/eagleCash/eagleCash_home.htm,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
earmarks.gov,earmarks.gov,http://www.earmarks.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,False,True
earthquake.gov,earthquake.gov,http://earthquake.gov,True,True,https://earthquake.usgs.gov/,True,False,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
earthsystemprediction.gov,earthsystemprediction.gov,http://earthsystemprediction.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,True,True,False,False,False
ecfr.gov,ecfr.gov,https://ecfr.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
economicinclusion.gov,economicinclusion.gov,https://economicinclusion.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000; includeSubDomains; preload,157680000,True,True,False,True,True,True,True,True
econsumer.gov,econsumer.gov,https://econsumer.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
ecpic.gov,ecpic.gov,https://www.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False,True,True,True
ecr.gov,ecr.gov,http://ecr.gov,True,True,https://www.udall.gov/OurPrograms/Institute/Institute.aspx,True,False,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
ed.gov,ed.gov,https://www.ed.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
eda.gov,eda.gov,https://eda.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
edison.gov,edison.gov,http://edison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?TYPE=33554433&REALMOID=06-dc4d00e8-1464-45e1-937f-0525407c30fd&GUID=&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-938PYmoLVb4VrDeXo04LZUDVDvc%2b3899ByInEAjuSUvWNIGfB2zRpWiCivYGCogG&TARGET=-SM-http%3a%2f%2fpublic.era.nih.gov%2fiedison,True,False,False,True,False,False,False,True,max-age=31557600; includeSubDomains,31557600,True,False,False,False,False,True,True,True
edpubs.gov,edpubs.gov,https://www.edpubs.gov,True,True,https://www.ed.gov/edpubs/,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
education.gov,education.gov,https://education.gov,True,True,https://www.ed.gov/,True,True,False,True,False,False,False,True,max-age=7200,7200,False,False,False,False,False,True,True,False
eeoc.gov,eeoc.gov,https://www.eeoc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000,63072000,False,False,False,False,False,True,True,True
eftps.gov,eftps.gov,https://www.eftps.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
egov.gov,egov.gov,http://egov.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
eguardian.gov,eguardian.gov,http://eguardian.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
eia.gov,eia.gov,https://www.eia.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000,15552000,False,False,False,False,False,True,True,False
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
eldercare.gov,eldercare.gov,http://eldercare.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
elderjustice.gov,elderjustice.gov,http://elderjustice.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
emergency-federal-register.gov,emergency-federal-register.gov,http://emergency-federal-register.gov,True,True,https://www.archives.gov/federal-register,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
employer.gov,employer.gov,http://employer.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,True,max-age=101406371; includeSubDomains,101406371,True,False,False,False,False,True,True,True
ems.gov,ems.gov,https://www.ems.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
energy.gov,energy.gov,https://energy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
energycodes.gov,energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000,15768000,False,False,False,False,False,True,True,False
energysaver.gov,energysaver.gov,http://energysaver.gov,True,True,https://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
energysavers.gov,energysavers.gov,http://energysavers.gov,True,True,https://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
energystar.gov,energystar.gov,https://www.energystar.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
eop.gov,eop.gov,http://www.eop.gov,True,True,https://www.whitehouse.gov/redirected-from-eop,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
epa.gov,epa.gov,https://www.epa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload;,31536000,False,False,False,False,False,True,True,True
epic.gov,epic.gov,https://www.epic.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload",31536000,True,True,False,False,False,True,True,True
erdc.gov,erdc.gov,http://erdc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
errp.gov,errp.gov,http://errp.gov,True,True,https://www.cms.gov/CCIIO/Programs-and-Initiatives/Insurance-Programs/Early-Retiree-Reinsurance-Program.html,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
esa.gov,esa.gov,http://esa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True
esc.gov,esc.gov,https://www.esc.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
eseclab.gov,eseclab.gov,http://eseclab.gov,True,True,,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
esrs.gov,esrs.gov,https://esrs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True
eta-find.gov,eta-find.gov,https://eta-find.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
ethics.gov,ethics.gov,http://ethics.gov,True,True,https://ethics.data.gov/,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
ethicsburg.gov,ethicsburg.gov,https://www.ethicsburg.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True
evergladesrestoration.gov,evergladesrestoration.gov,https://evergladesrestoration.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,True,True,False,True,True,True,True,True
everify.gov,everify.gov,https://everify.gov,True,True,https://www.uscis.gov/e-verify,False,True,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
everykidinapark.gov,everykidinapark.gov,https://everykidinapark.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
evus.gov,evus.gov,https://www.evus.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
execsec.gov,execsec.gov,https://www.execsec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True
exim.gov,exim.gov,http://www.exim.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
exploretsp.gov,exploretsp.gov,http://exploretsp.gov,True,True,https://www.tsp.gov/index.html,True,False,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True
export.gov,export.gov,https://www.export.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
exrwh.gov,exrwh.gov,http://exrwh.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
eyenote.gov,eyenote.gov,http://eyenote.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False,False
faa.gov,faa.gov,https://www.faa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
faasafety.gov,faasafety.gov,https://www.faasafety.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
faca.gov,faca.gov,https://faca.gov,True,True,https://www.gsa.gov/policy-regulations/policy/federal-advisory-committee-act-faca-management-overview,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
facadatabase.gov,facadatabase.gov,https://facadatabase.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fafsa.gov,fafsa.gov,https://fafsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fai.gov,fai.gov,https://www.fai.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
fan.gov,fan.gov,https://www.fan.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
fapiis.gov,fapiis.gov,https://www.fapiis.gov,True,False,,False,True,True,True,True,False,False,True,max-age=34070400; includeSubDomains,34070400,True,False,False,False,False,False,False,True
faq.gov,faq.gov,https://faq.gov,True,True,https://www.usa.gov/contact-by-topic,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True
fara.gov,fara.gov,http://fara.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,True,True,False,False,False
fasab.gov,fasab.gov,http://fasab.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fatherhood.gov,fatherhood.gov,https://www.fatherhood.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,True,True,True,True
fbi.gov,fbi.gov,http://www.fbi.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True
fbiic.gov,fbiic.gov,https://www.fbiic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
fbijobs.gov,fbijobs.gov,https://fbijobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fbo.gov,fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True
fca.gov,fca.gov,http://fca.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fcc.gov,fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False
fccuniversity.gov,fccuniversity.gov,http://fccuniversity.gov,True,True,https://gm2.geolearning.com/geonext/fcc/login.geo,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
fcg.gov,fcg.gov,https://www.fcg.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fcic.gov,fcic.gov,http://fcic.gov,True,True,https://cybercemetery.unt.edu/archive/fcic/20110310172443/http://fcic.gov/,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
fcsic.gov,fcsic.gov,http://fcsic.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,True,True,False,False,False
fda.gov,fda.gov,https://www.fda.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fdic.gov,fdic.gov,https://www.fdic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fdicconnect.gov,fdicconnect.gov,https://www.fdicconnect.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload ,31536000,False,False,False,False,False,True,True,True
fdicig.gov,fdicig.gov,https://fdicig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,True,True
fdicoig.gov,fdicoig.gov,https://fdicoig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False,False,False,True,True,True
fdicseguro.gov,fdicseguro.gov,https://www.fdicseguro.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fdlp.gov,fdlp.gov,https://www.fdlp.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fdms.gov,fdms.gov,https://www.fdms.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;  includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True
fdsys.gov,fdsys.gov,https://fdsys.gov,True,True,https://www.gpo.gov/fdsys/,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,True,True,True,True,True
fea.gov,fea.gov,http://www.fea.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
feb.gov,feb.gov,https://feb.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000, max-age=31536000",31536000,False,False,False,False,False,True,True,True
fec.gov,fec.gov,https://www.fec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fed.us,fed.us,http://fed.us,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fedbizopps.gov,fedbizopps.gov,http://fedbizopps.gov,True,True,https://www.fbo.gov/,True,False,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True
fedcentennial.gov,fedcentennial.gov,http://fedcentennial.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fedcenter.gov,fedcenter.gov,https://www.fedcenter.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True
federalcourts.gov,federalcourts.gov,http://www.federalcourts.gov,True,True,http://www.uscourts.gov/,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
federalinvestments.gov,federalinvestments.gov,https://federalinvestments.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
federaljobs.gov,federaljobs.gov,https://federaljobs.gov,True,True,https://www.usajobs.gov/,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
federalprobation.gov,federalprobation.gov,http://www.federalprobation.gov,True,True,http://www.uscourts.gov/services-forms/probation-and-pretrial-services,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
federalregister.gov,federalregister.gov,https://www.federalregister.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000,15552000,False,False,False,True,True,True,True,False
federalreserve.gov,federalreserve.gov,https://www.federalreserve.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
federalreserve100.gov,federalreserve100.gov,http://federalreserve100.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
federalreserve2013.gov,federalreserve2013.gov,http://federalreserve2013.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
federalreservecentennial.gov,federalreservecentennial.gov,http://federalreservecentennial.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
federalreservecentennialcelebration.gov,federalreservecentennialcelebration.gov,http://federalreservecentennialcelebration.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,https://federalreserveconsumerhelp.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
federalrules.gov,federalrules.gov,http://www.federalrules.gov,True,True,http://www.uscourts.gov/rules-policies,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
federalspending.gov,federalspending.gov,http://federalspending.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fedidcard.gov,fedidcard.gov,https://fedidcard.gov,True,False,,False,True,False,True,True,False,False,True,max-age=15552001,15552001,False,False,False,False,False,True,True,False
fedinfo.gov,fedinfo.gov,http://fedinfo.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fedinvest.gov,fedinvest.gov,https://fedinvest.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
fedjobs.gov,fedjobs.gov,https://fedjobs.gov,True,True,https://www.usajobs.gov/,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fedpartnership.gov,fedpartnership.gov,https://fedpartnership.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedramp.gov,fedramp.gov,https://www.fedramp.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fedreg.gov,fedreg.gov,http://fedreg.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fedrooms.gov,fedrooms.gov,https://fedrooms.gov,True,True,https://www.gsa.gov/travel/plan-book/lodging/fedrooms174,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedshirevets.gov,fedshirevets.gov,https://fedshirevets.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedspending.gov,fedspending.gov,http://fedspending.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
feedthefuture.gov,feedthefuture.gov,https://feedthefuture.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fegli.gov,fegli.gov,https://fegli.gov,True,True,https://www.opm.gov/healthcare-insurance/life-insurance,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fema.gov,fema.gov,https://www.fema.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
ferc.gov,ferc.gov,https://ferc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fercalt.gov,fercalt.gov,http://fercalt.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,True,False,False,False,False,True,False,True
ffiec.gov,ffiec.gov,https://www.ffiec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
fgdc.gov,fgdc.gov,https://fgdc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
fha.gov,fha.gov,https://fha.gov,True,True,https://www.hud.gov/program_offices/housing,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains;,31536000,True,False,False,False,False,True,True,True
fhfa.gov,fhfa.gov,https://www.fhfa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fhfaoig.gov,fhfaoig.gov,https://fhfaoig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fhfb.gov,fhfb.gov,http://fhfb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
financialresearch.gov,financialresearch.gov,https://www.financialresearch.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
financialstability.gov,financialstability.gov,http://www.financialstability.gov,True,True,https://www.treasury.gov/initiatives/financial-stability/Pages/default.aspx,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
fincen.gov,fincen.gov,https://www.fincen.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
firecode.gov,firecode.gov,http://www.firecode.gov,True,False,,True,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains,63072000,False,False,False,False,False,True,False,True
fireinstitute.gov,fireinstitute.gov,http://fireinstitute.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fireleadership.gov,fireleadership.gov,https://www.fireleadership.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
firenet.gov,firenet.gov,http://www.firenet.gov,True,True,https://www.google.com/a/firenet.gov/ServiceLogin2?continue=https%3A%2F%2Fsites.google.com%2Fa%2Ffirenet.gov%2Fwww%2F&followup=https%3A%2F%2Fsites.google.com%2Fa%2Ffirenet.gov%2Fwww%2F&service=jotspot&passive=true&ul=1,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
firescience.gov,firescience.gov,http://www.firescience.gov,True,False,,True,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains,63072000,False,False,False,False,False,True,False,True
firstfreedom.gov,firstfreedom.gov,http://firstfreedom.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
firstgov.gov,firstgov.gov,https://firstgov.gov,True,True,https://www.usa.gov/,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True
firstnet.gov,firstnet.gov,https://firstnet.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
firstresponder.gov,firstresponder.gov,http://firstresponder.gov,True,True,https://www.dhs.gov/science-and-technology/first-responders,False,False,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
firstrespondertraining.gov,firstrespondertraining.gov,https://www.firstrespondertraining.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fishwatch.gov,fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False,False,False,True,False,False
